day,year,day_of_year,x,y,distance_km,water_l,snow_l,wet_organic_kg,dry_organic_kg,electricity_kwh,heat_kwh,mass_kg,water_deficit_hours,organic_deficit_hours,thermal_deficit_hours,niche_count,mode,hibernation_reason,hibernation_hours,max_ledger_error,actions
216,1,216,9,8,1266.248535,2387.943359,0,1655.876221,114.336227,267.795654,1.810451,23724.859375,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
217,1,217,6,0,1275.534058,3072.403076,0,1646.217041,82.311897,269.876099,0.469234,24352.160156,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
218,1,218,9,8,1285.567871,2908.626465,0,1637.664551,134.940628,250.956726,2.531967,24215.044922,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
219,1,219,9,8,1295.587891,2748.241699,0,1626.745117,179.473892,275.82547,0.495993,24045.314453,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
220,1,220,9,8,1303.23291,2588.195313,0,1700.281006,125.309219,257.321625,2.433525,24070.302734,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
221,1,221,9,8,1311.047607,2430.793457,0,1690.318237,169.01413,275.7901,0.501651,23923.730469,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
222,1,222,9,8,1316.221802,2277.644775,0,1678.81604,115.747124,265.964996,2.103376,23679.554688,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
223,1,223,9,8,1326.168701,2118.912354,0,1669.626587,181.284851,269.40744,1.522891,23555.927734,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
224,1,224,9,8,1333.928223,1962.607788,0,1660.148193,127.321838,247.824036,2.529464,23315.451172,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
225,1,225,9,8,1340.341675,2654.999512,0,1650.641479,169.647949,271.199188,1.154394,24019.9375,0,0,0,6,Active,None,0,0.001953,"withdraw surface water|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
226,1,226,9,8,1346.516479,2488.82666,0,1640.310791,116.877953,265.020355,2.254532,23769.166016,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
227,1,227,9,8,1353.465454,2320.674316,0,1631.909668,169.563507,272.220642,1.072791,23635.394531,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
228,1,228,9,8,1359.732788,2154.505371,0,1706.02832,117.807739,259.320831,2.157904,23663.214844,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
229,1,229,9,8,1367.6604,1978.63269,0,1696.706909,159.831421,265.671967,2.120576,23505.251953,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
230,1,230,9,8,1373.926025,1804.283203,0,1688.033813,107.606277,266.470886,2.022463,23259.595703,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
231,1,231,9,8,1382.98999,2487.958496,0,1680.062866,150.651901,260.789917,2.025146,23971.90625,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
232,1,232,4,2,1387.08728,2328.549072,0,1671.363525,88.168633,277.770477,0.063665,23725.882813,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
233,1,233,9,8,1396.952637,2168.189697,0,1664.341431,140.245743,255.40155,2.011251,23595.90625,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
234,1,234,4,0,1401.363403,2012.033691,0,1655.700317,77.133835,276.298401,0.450072,23349.943359,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
235,1,235,9,8,1411.140625,1850.881714,0,1731.416504,129.853912,267.639923,1.792751,23485.023438,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
236,1,236,9,8,1421.919922,1686.598511,0,1723.998535,173.114502,276.599915,0.307143,23291.378906,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
237,1,237,9,8,1429.51062,3232.643799,0,1715.717773,140.548523,265.108154,1.46963,24778.486328,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|heat caravan|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
238,1,238,5,0,1437.377808,3075.077148,0,1708.537109,78.517036,277.021271,0.334436,24536.009766,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
239,1,239,9,8,1447.939331,2914.078125,0,1702.400269,131.903381,251.847717,2.5917,24408.824219,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
240,1,240,9,8,1454.161011,3603.697266,0,1695.093994,175.018311,271.716064,1.153581,25118.279297,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
241,1,241,9,8,1461.883545,3435.929443,0,1686.724365,111.059387,264.967865,2.262988,24870.201172,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
242,1,242,9,8,1469.070435,3266.265137,0,1678.78833,163.996826,268.70401,1.635509,24734.292969,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
243,1,243,9,8,1475.835938,3096.974121,0,1670.724365,111.537163,258.691833,2.216138,24495.392578,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
244,1,244,9,8,1484.467529,3774.456055,0,1664.150635,164.675659,259.355347,3.049486,25213.587891,0,0,0,6,Active,None,0,0.001953,"withdraw surface water|burn dry organic matter|power intake and harvest|heat caravan|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
245,1,245,9,8,1490.163452,3604.19458,0,1658.032349,111.113838,264.256287,2.376854,24978.791016,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
246,1,246,9,8,1499.702026,3437.341309,0,1652.045044,164.558029,270.272675,1.384536,24849.951172,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|heat caravan|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
247,1,247,9,8,1507.015869,3275.914795,0,1729.921387,112.047539,250.80513,2.75951,24839.597656,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|heat caravan|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
248,1,248,9,8,1518.701172,3112.84375,0,1723.631958,166.737915,251.818497,4.337217,24713.998047,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|heat caravan|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
249,1,249,9,8,1526.106812,2957.228027,0,1716.592529,114.178368,257.58371,2.670794,24482.175781,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|heat caravan|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
250,1,250,9,8,1539.169067,2796.742188,0,1710.927368,167.749298,264.53714,1.686313,24355.978516,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|heat caravan|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
251,1,251,9,8,1544.485107,2638.94165,0,1704.642334,124.622345,275.650421,0,24141.046875,0,0,0,6,Active,None,0,0.001953,"capture dust|burn dry organic matter|power intake and harvest|heat caravan|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
252,1,252,9,8,1555.315674,2593.477783,0,1698.81665,167.018127,261.78772,1.573437,24118.193359,0,0,0,6,Active,None,0,0.001953,"withdraw surface water|burn dry organic matter|power intake and harvest|heat caravan|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
253,1,253,9,8,1560.723267,2433.740234,0,1692.653931,124.019524,276.280273,0,23894.585938,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|heat caravan|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
254,1,254,9,8,1572.553955,2374.992676,0,1687.116455,166.228622,259.584351,1.670072,23859.173828,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|heat caravan|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
255,1,255,9,8,1578.312012,2212.66626,0,1681.15332,122.251389,278.728577,0,23632.636719,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|heat caravan|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
256,1,256,6,4,1583.607056,2049.257324,0,1755.082275,0,259.177917,0,23585.011719,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
257,1,257,0,14,1586.6521,3591.783691,0,1826.343384,0,267.977478,0,25366.859375,0,0,0,6,Active,None,0,0.001953,"withdraw surface water|power intake and harvest|heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
258,1,258,5,5,1589.364258,3422.641357,0,1814.192871,0,255.859436,0,25160.351563,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
259,1,259,1,12,1592.326416,3250.400635,0,1801.942261,0,271.55368,0,24947.994141,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
260,1,260,1,12,1593.326416,3092.131592,0,1790.209473,0,271.426117,0,24751.251953,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
261,1,261,1,12,1594.326416,2933.969971,0,1778.625122,0,271.136505,0,24555.091797,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
262,1,262,1,9,1596.076416,2775.808105,0,1766.960205,0,266.571991,0,24358.671875,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
263,1,263,1,9,1598.576416,2618.500977,0,1754.855835,0,266.214966,0,24161.708984,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
264,1,264,6,4,1600.401489,2464.13916,0,1828.678833,0,277.079346,0,24242.613281,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|heat caravan|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
265,1,265,1,6,1601.960449,2310.925049,0,1816.558838,0,269.751434,0,24049.683594,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
266,1,266,1,9,1605.210449,2154.552002,0,1804.887207,0,264.027679,0,23855.017578,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
267,1,267,1,9,1607.710449,1997.622681,0,1793.350708,0,263.924683,0,23660.226563,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
268,1,268,1,9,1610.210449,1839.901245,0,1781.953247,0,264.015289,0,23465.082031,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
269,1,269,1,9,1612.710449,1681.741821,0,1770.645752,0,265.063263,0,23269.791016,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
270,1,270,12,2,1616.064453,3228.147949,0,1759.423096,0,265.299225,0,24779.320313,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
271,1,271,5,5,1622.609497,3058.414063,0,1748.28125,0,255.659836,0,24573.421875,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
272,1,272,0,14,1625.321655,3736.902588,0,1821.237915,0,264.312592,0,25487.441406,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
273,1,273,1,9,1626.821655,3576.724609,0,1810.633057,0,264.084534,0,25292.353516,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
274,1,274,1,9,1629.321655,3417.009766,0,1799.748535,0,263.747864,0,25097.400391,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
275,1,275,1,9,1631.821655,3257.877441,0,1789.010498,0,262.826111,0,24904.132813,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
276,1,276,1,6,1632.571655,3100.813477,0,1778.233154,0,266.555817,0,24712.808594,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
277,1,277,1,6,1632.571655,2945.522217,0,1767.618408,0,266.504578,0,24523.771484,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
278,1,278,1,6,1632.571655,2790.946045,0,1756.943604,0,266.498596,0,24335.259766,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
279,1,279,6,4,1634.402832,2635.570557,0,1832.037109,34.617096,276.906433,0,24454.984375,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|heat caravan|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
280,1,280,1,6,1635.749146,2481.103027,0,1822.452637,0,265.863586,0,24235.421875,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
281,1,281,1,6,1635.749146,2326.387207,0,1812.060425,0,265.739594,0,24047.65625,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
282,1,282,1,6,1635.749146,2171.720947,0,1801.766602,0,265.502777,0,23860.257813,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
283,1,283,1,6,1635.749146,2015.704224,0,1791.558838,0,265.099091,0,23671.779297,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
284,1,284,1,6,1635.749146,1857.836792,0,1781.431152,0,264.716827,0,23481.705078,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
285,1,285,2,3,1636.539673,1691.215942,0,1771.421387,0,259.489685,0,23283.253906,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
286,1,286,5,5,1639.72168,3214.423584,0,1761.221313,0,250.595444,0,24775.796875,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
287,1,287,0,6,1640.99646,3041.959473,0,1751.5271,0,250.141449,0,24571.304688,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
288,1,288,1,6,1641.24646,2884.157959,0,1828.301758,0,263.816803,0,24658.734375,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
289,1,289,1,6,1641.24646,2726.762695,0,1818.459351,0,263.672729,0,24470.027344,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
290,1,290,1,6,1641.24646,2570.275879,0,1808.699951,0,263.694489,0,24282.496094,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
291,1,291,1,6,1641.24646,2415.284912,0,1799.032837,0,263.740906,0,24096.753906,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
292,1,292,1,6,1641.24646,2261.200195,0,1789.457886,0,263.677521,0,23912.208984,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
293,1,293,1,6,1641.24646,2107.070557,0,1779.914185,0,263.577332,0,23727.720703,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
294,1,294,6,4,1643.077637,1951.547974,0,1770.565674,0,258.877533,0,23542.460938,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
295,1,295,1,6,1644.42395,1796.570923,0,1761.353516,0,254.177628,0,23358.179688,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
296,1,296,1,6,1644.42395,1641.158936,0,1752.074219,0,262.995758,0,23173.248047,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
297,1,297,1,6,1646.005005,3188.606934,0,1829.512329,0,270.004608,0,24968.605469,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
298,1,298,1,6,1646.005005,3031.558838,0,1820.297729,0,261.979431,0,24782.236328,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
299,1,299,1,6,1646.005005,2873.496094,0,1811.151978,0,261.822815,0,24595.070313,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
300,1,300,1,6,1646.005005,2715.122314,0,1802.064087,0,261.769318,0,24407.779297,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
301,1,301,6,4,1649.081299,2550.3479,0,1793.014526,0,213.129105,0,24250.902344,0,0,0,6,Active,None,0,0.001953,"capture dust|power intake and harvest|heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
302,1,302,6,4,1651.202637,2384.64624,0,1784.344849,0,183.016159,0,24075.902344,0,0,0,6,Active,None,0,0.001953,"capture dust|power intake and harvest|heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
303,1,303,9,3,1653.263306,2221.287354,0,1775.737061,0,154.645203,0,23898.566406,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
304,1,304,12,2,1654.072266,2063.440918,0,1767.159912,0,136.774887,0,23712.226563,0,0,0,6,Active,None,0,0.001953,"heat caravan|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Снегосборник"
