day,year,day_of_year,x,y,distance_km,water_l,snow_l,wet_organic_kg,dry_organic_kg,organic_nitrogen_kg,structural_nitrogen_kg,electricity_kwh,heat_kwh,mass_kg,water_deficit_hours,organic_deficit_hours,thermal_deficit_hours,niche_count,mode,hibernation_reason,hibernation_hours,max_ledger_error,actions
173,1,173,13,12,691.280762,2103.81665,0,127.041626,697.433105,9.836253,180.787186,279.482727,0,19194.185547,0,0,0,6,Active,None,0,0.001953,"capture dust|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
174,1,174,7,9,697.763062,2004.209106,0,126.001671,780.5625,10.821178,180.796524,276.584412,0.105813,19190.292969,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|capture dust|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|move|movement water loss|movement organic maintenance|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
175,1,175,13,11,705.622192,1903.553955,0,124.928101,755.169189,10.503254,180.805893,279.506744,0,19067.199219,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|move|movement water loss|movement organic maintenance|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
176,1,176,13,11,711.719299,1806.712891,0,123.872353,729.389893,10.181132,180.815262,277.060516,0.391337,18895.417969,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|move|movement water loss|movement organic maintenance|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
177,1,177,13,12,719.73291,2521.635254,0,122.794868,704.184143,9.865987,180.824615,279.506348,0,19583.576172,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
178,1,178,6,15,725.639709,2424.669189,0,121.885498,788.383301,10.865255,180.833954,277.264832,0,19566.992188,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|move|movement water loss|movement organic maintenance|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
179,1,179,13,11,730.967896,2326.462646,0,120.887383,761.800842,10.534038,180.843323,279.50647,0,19439.052734,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
180,1,180,13,12,734.753418,2233.964355,0,119.974998,736.264465,10.216397,180.852692,279.506226,0,19318.394531,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
181,1,181,13,11,738.830505,2137.75415,0,118.959526,711.288269,9.904357,180.862061,279.506836,0,19196.265625,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
182,1,182,13,5,744.453552,2038.515259,0,117.882256,795.90271,10.90667,180.871399,277.261688,0,19186.986328,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
183,1,183,13,13,749.807678,1938.686279,0,116.712296,770.43219,10.586743,180.880768,279.506714,0,19066.421875,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
184,1,184,13,12,753.689209,1841.673462,0,115.557472,745.156799,10.269385,180.890137,279.485199,0,18946.449219,0,0,0,6,Active,None,0,0.001953,"capture dust|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
185,1,185,14,5,764.045959,2537.689209,0,114.421677,718.839111,9.939947,180.89949,279.483276,0,19626.148438,0,0,0,6,Active,None,0,0.001953,"capture dust|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|move|movement water loss|movement organic maintenance|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
186,1,186,19,14,767.394836,2432.883057,0,113.466431,802.109253,10.927604,180.908844,277.234375,0,19566.949219,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|capture dust|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
187,1,187,13,13,772.696289,2331.825684,0,112.521866,776.066956,10.603604,180.918213,279.482849,0,19455.152344,0,0,0,6,Active,None,0,0.001953,"capture dust|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
188,1,188,13,12,777.062683,2235.341064,0,111.624893,751.527954,10.298152,180.927582,279.506622,0,19342.353516,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
189,1,189,7,10,782.944946,2138.736328,0,110.631531,726.319336,9.983685,180.936935,277.098663,0.385239,19223.347656,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|move|movement water loss|movement organic maintenance|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
190,1,190,8,11,788.083313,2039.810303,0,109.621613,812.542603,11.005965,180.946289,277.254517,0,19206.5625,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
191,1,191,13,11,792.973328,1944.150146,0,108.6642,788.292358,10.703214,180.955658,279.506805,0,19082.714844,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
192,1,192,13,11,797.2453,1846.655273,0,107.852592,763.807739,10.399567,180.965027,279.506622,0,18957.179688,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
193,1,193,13,12,804.996765,2549.456543,0,106.891785,740.163208,10.10414,180.974365,279.5065,0,19632.386719,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
194,1,194,15,7,809.961609,2444.088623,0,105.951782,826.438171,11.127891,180.983826,277.248138,0,19629.267578,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
195,1,195,13,11,813.993835,2337.440674,0,105.010033,802.774902,10.832107,180.993378,279.061066,0,19521.326172,0,0,0,6,Active,None,0,0.001953,"collect chitin|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Ростовая ткань|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
196,1,196,13,13,817.409363,2226.341064,0,104.090805,778.172302,10.525353,181.003143,279.350739,0.024171,19381.787109,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|move|movement water loss|movement organic maintenance|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Ростовая ткань|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
197,1,197,13,13,819.645447,2111.484131,0,103.016441,754.052856,10.22195,181.013535,279.493225,0,19288.720703,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
198,1,198,17,10,825.044617,1986.653076,0,101.547569,729.974915,9.914369,181.0242,279.469666,0,19146.53125,0,0,0,6,Active,None,0,0.001953,"capture dust|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|move|movement water loss|movement organic maintenance|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
199,1,199,13,11,828.196716,1859.243408,0,99.955887,815.710022,10.923047,181.034866,277.691803,0.284384,19067.03125,0,0,0,6,Active,None,0,0.001953,"capture dust|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|move|movement water loss|movement organic maintenance|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
200,1,200,12.999999,11,833.696716,2535.6875,0,98.694908,791.288208,10.614166,181.045547,273.046814,1.031353,19723.921875,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|move|movement water loss|movement organic maintenance|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
201,1,201,13,11,836.123779,2408.397461,0,97.4842,767.164612,10.309412,181.056198,279.469574,0,19587.113281,0,0,0,6,Active,None,0,0.001953,"capture dust|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
202,1,202,10,10,839.065735,2283.518799,0,96.31337,742.458801,9.998261,181.066864,278.034271,0.229625,19452.240234,0,0,0,6,Active,None,0,0.001953,"capture dust|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|move|movement water loss|movement organic maintenance|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
203,1,203,13,11,841.575562,2162.312744,0,95.232651,829.048279,11.023594,181.07753,278.583252,0.141751,19380.960938,0,0,0,6,Active,None,0,0.001953,"capture dust|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|move|movement water loss|movement organic maintenance|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
204,1,204,13,11,843.646912,2047.719482,0,94.191872,804.878601,10.720405,181.088181,279.49295,0,19252.072266,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
205,1,205,13,12,846.014954,1939.03772,0,93.19825,781.545166,10.427963,181.098831,279.493103,0,19120.21875,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
206,1,206,17,11,849.107239,1832.59436,0,92.203308,757.814758,10.13095,181.109497,277.873688,0.259106,18990.078125,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|move|movement water loss|movement organic maintenance|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
207,1,207,8,10,855.765076,2536.968262,0,91.260132,849.343994,11.217872,181.120209,277.22464,0,19782.080078,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
208,1,208,13,12,859.411194,2441.800293,0,90.394409,825.982788,10.926576,181.130859,279.492859,0,19659.853516,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
209,1,209,13,12,861.966736,2350.529541,0,89.618698,802.357483,10.633411,181.14151,279.493103,0,19541.501953,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
210,1,210,13,11,863.986145,2260.248779,0,88.856094,778.521729,10.337905,181.152161,279.493439,0,19423.958984,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
211,1,211,13,7,867.107483,2167.550293,0,88.150528,866.477295,11.384521,181.162964,277.2211,0,19415.941406,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
212,1,212,13,11,870.506287,2073.047607,0,87.478844,843.259583,11.097445,181.173737,279.471985,0,19299.595703,0,0,0,6,Active,None,0,0.001953,"capture dust|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|move|movement water loss|movement organic maintenance|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
213,1,213,13,11,873.006287,1977.767578,0,86.722176,819.020081,10.797218,181.184509,279.470032,0,19195.878906,0,0,0,6,Active,None,0,0.001953,"capture dust|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
214,1,214,13,12,875.810364,1881.282227,0,86.014801,793.727722,10.485192,181.195282,279.470001,0,19038.392578,0,0,0,6,Active,None,0,0.001953,"capture dust|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
215,1,215,4,8,882.134949,2590.990479,0,85.439018,791.96283,10.45677,181.206177,278.427948,0.098626,19776.269531,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|move|movement water loss|movement organic maintenance|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
216,1,216,17,16,886.011353,2491.851074,0,84.846397,767.718201,10.158035,181.217529,279.465332,0,19664.316406,0,0,0,6,Active,None,0,0.001953,"capture dust|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|move|movement water loss|movement organic maintenance|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
217,1,217,13,12,890.203979,2398.246094,0,84.265572,855.404297,11.202597,181.228882,277.681519,0.285353,19623.626953,0,0,0,6,Active,None,0,0.001953,"capture dust|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|move|movement water loss|movement organic maintenance|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
218,1,218,13,12,893.119507,2307.841309,0,83.695587,832.072327,10.915033,181.240326,279.484131,0,19545.177734,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
219,1,219,13,11,896.17804,2219.067139,0,83.083488,808.25824,10.621062,181.252167,279.484192,0,19443.972656,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
220,1,220,8,9,900.714172,2128.253418,0,82.465523,784.364502,10.326314,181.264008,277.679657,0.288736,19337.777344,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|move|movement water loss|movement organic maintenance|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
221,1,221,7,16,904.113281,2040.408569,0,81.845772,872.872681,11.380157,181.275848,277.202759,0,19335.392578,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
222,1,222,13,12,909.270203,1953.479004,0,81.227432,849.826111,11.09541,181.287689,279.4841,0,19222.375,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
223,1,223,13,12,913.270203,1866.852539,0,80.636742,827.020386,10.814106,181.299561,279.483856,0,19109.972656,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
224,1,224,13,11,918.357239,2588.356201,0,80.035187,804.42688,10.535555,181.311508,279.483795,0,19805.886719,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
225,1,225,20,13,923.290527,2494.817383,0,79.499153,893.222961,11.594122,181.323471,277.199036,0,19798.320313,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|circulate organic nitrogen|maintain electrical systems|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Водозабор|atrophy Снегосборник|atrophy Жатка живой массы|atrophy Сушильный орган|atrophy Электромотор|atrophy Тепловой орган"
