year,stored_water_mm_per_cell,input_mm_per_cell,output_mm_per_cell,water_error,nitrogen_gm2_per_cell,nitrogen_error,climate_temperature_anomaly_c,climate_moisture_multiplier,climate_wind_multiplier,climate_storm_frequency,climate_storm_intensity,climate_phase_shift_days,severe_heat,severe_cold,severe_drought,extreme_wet,severe_wind,temperature_c,surface_water_mm,root_water_mm,groundwater_mm,snow_mm,live_biomass_gm2,dry_biomass_gm2,available_nitrogen_gm2,plant_nitrogen_gm2,organic_nitrogen_gm2,soil_compaction,soil_depth_m,dust_gm2,non_finite
32,83.600040116049342,19.272218368924804,18.766236280649608,7.6362989738989819E-06,19.838668727222831,-4.0097384257733587E-06,-0.47617471218109131,1.0194871425628662,1.0440391302108765,1.0460505485534668,1.0360305309295654,-7.8685493469238281,0,0,0,0,0,-10.982693672180176,0.032757401466369629,48.291271209716797,29.050758361816406,2.073833703994751,26.837553024291992,21.627857208251953,0.77187156677246094,0.48307591676712036,18.583721160888672,0.00032736477442085743,1.5244251489639282,0.55039620399475098,0
33,81.883713453188534,15.30157450362989,17.018219804903055,7.9027585802218041E-06,19.838666997496038,-4.0969277366799069E-06,0.031619906425476074,0.86771225929260254,1.0358171463012695,0.91067081689834595,0.88535457849502563,-0.32700109481811523,0,0,0,0,0,-10.289263725280762,0.029962653294205666,47.656959533691406,28.694944381713867,1.2854068279266357,25.144630432128906,19.932424545288086,0.79689544439315796,0.45260334014892578,18.589168548583984,0.00033115624682977796,1.5244251489639282,0.35574474930763245,0
34,82.988045213557783,17.407560442433169,16.303544265066886,8.1325411052493165E-06,19.838669456094504,-3.9729986242885621E-06,-0.080616235733032227,0.93953418731689453,0.92529350519180298,0.979389488697052,0.94734996557235718,-4.8092608451843262,0,0,0,0,0,-11.897086143493652,0.041236083954572678,48.513771057128906,28.18681526184082,2.2298414707183838,24.416948318481445,20.580154418945312,0.78798341751098633,0.43950507044792175,18.611181259155273,0.00033362925751134753,1.5244251489639282,0.27843919396400452,0
35,83.947096301559355,19.510044037733895,18.551279716256833,8.2938313985287E-06,19.838668829277157,-4.0045942338964526E-06,-1.1708412170410156,0.86977225542068481,0.90311634540557861,0.87446033954620361,1.1258111000061035,3.7608480453491211,0,0,0,0,0,-13.035730361938477,0.044762756675481796,49.898605346679688,27.87652587890625,2.2823081016540527,23.833774566650391,20.299192428588867,0.77495509386062622,0.42900791764259338,18.634706497192383,0.00033848438761197031,1.5244251489639282,0.33033180236816406,0
36,86.644570615421983,25.08955546862213,22.392342719950829,8.3591016269898867E-06,19.838669666983186,-3.9623684836734264E-06,-1.9520347118377686,1.0417932271957397,0.92769467830657959,0.78443664312362671,0.93831664323806763,-2.7616744041442871,0,0,0,0,0,-9.238102912902832,0.027564134448766708,51.894985198974609,27.80070686340332,2.5796842575073242,23.033504486083984,21.015411376953125,0.75925678014755249,0.41460308432579041,18.664810180664062,0.00033513267408125103,1.5244251489639282,0.32673352956771851,0
37,86.178331763502214,22.894084690826421,23.360580961754021,8.4375207551760085E-06,19.838669204637409,-3.9856736727167839E-06,2.1172692775726318,1.1420907974243164,0.92500686645507812,0.90356928110122681,1.1484720706939697,-0.25618696212768555,0,0,0,0,0,-11.516841888427734,0.037762332707643509,51.974674224853516,27.681236267089844,2.3952484130859375,26.832647323608398,18.324214935302734,0.90204125642776489,0.48298764228820801,18.453639984130859,0.00033527228515595198,1.5244250297546387,0.79561907052993774,0
38,91.149367833640426,33.919515725164381,28.948677638046938,8.3368346799602428E-06,19.838667938094588,-4.0495155444185474E-06,-0.91318380832672119,1.2577449083328247,1.1797622442245483,1.0726765394210815,0.89535355567932129,2.7073988914489746,0,0,0,0,0,-12.407975196838379,0.043493133038282394,53.798671722412109,29.423131942749023,3.9291112422943115,28.593967437744141,22.271743774414062,0.87131303548812866,0.51469135284423828,18.452663421630859,0.00033143960172310472,1.5244250297546387,0.18139500916004181,0
39,93.403667678758495,31.702941085459752,29.44877866607203,8.1970764401093976E-06,19.83866807810962,-4.0424578896752181E-06,-1.269614577293396,1.1716954708099365,0.83603906631469727,1.0808947086334229,0.93844521045684814,3.9464354515075684,0,0,0,0,0,-10.876350402832031,0.03326975554227829,55.806652069091797,30.321939468383789,3.0767064094543457,28.560556411743164,23.376014709472656,0.85885500907897949,0.51409000158309937,18.465723037719727,0.0003275988856330514,1.5244250297546387,1.3225153684616089,0
40,94.753768730089064,32.314544795021213,30.964574333651107,8.0542312630603743E-06,19.838665143623949,-4.1903747659400926E-06,-0.20343776047229767,1.0737466812133789,1.4389188289642334,1.1651381254196167,1.0010236501693726,-5.079533576965332,0,0,0,0,1,-8.4879150390625,0.019476527348160744,55.488700866699219,31.668951034545898,3.1462454795837402,28.858282089233398,23.980968475341797,0.91631227731704712,0.51944905519485474,18.402904510498047,0.00032450939761474729,1.5244249105453491,0.62720000743865967,0
41,93.696142648346722,22.847368578596651,23.905166335522807,8.0414140924479988E-06,19.838662650156767,-4.3160614850468181E-06,0.78638947010040283,1.0329785346984863,1.0504642724990845,1.0469317436218262,1.1582555770874023,-8.2353973388671875,0,0,0,0,0,-9.0070619583129883,0.025757219642400742,54.848506927490234,31.962314605712891,2.4426419734954834,29.725761413574219,25.082298278808594,0.96322387456893921,0.53506368398666382,18.340375900268555,0.00032258708961308002,1.5244249105453491,0.54103231430053711,0
42,93.52410787591711,23.632161503094395,23.804381849305354,8.0368913728040415E-06,19.838664956577123,-4.1998031241857373E-06,0.51520782709121704,1.1176820993423462,1.0296162366867065,1.10490882396698,1.1102186441421509,-12.281834602355957,0,0,0,0,0,-9.4396743774414062,0.024515043944120407,54.568893432617188,31.860834121704102,2.715409517288208,29.356924057006836,26.444597244262695,0.95172929763793945,0.52842462062835693,18.358510971069336,0.00032067860593087971,1.5244249105453491,0.79971116781234741,0
43,92.025262422077361,20.948480356975487,22.447532524557754,8.0749562804269973E-06,19.838667138218881,-4.0898344040224837E-06,0.22438311576843262,1.0224845409393311,1.1636741161346436,1.199001669883728,0.9245721697807312,-7.0956954956054688,0,0,0,0,0,-8.2625818252563477,0.016345277428627014,53.853221893310547,31.7491455078125,1.9196372032165527,30.599822998046875,25.182151794433594,0.94292992353439331,0.55079680681228638,18.344940185546875,0.00031954073347151279,1.5244249105453491,0.5293431282043457,0
44,89.735241989139467,18.708492628921231,20.998757700186978,8.1661284277640978E-06,19.838671294171363,-3.8803477758481639E-06,0.94143247604370117,0.88024795055389404,1.033933162689209,1.1013060808181763,1.1067032814025879,2.2716352939605713,0,0,0,0,0,-10.536594390869141,0.046105686575174332,52.573410034179688,31.445371627807617,1.4496046304702759,34.285301208496094,23.254589080810547,0.92610806226730347,0.61713540554046631,18.295427322387695,0.00031839200528338552,1.5244249105453491,0.16755878925323486,0
45,88.51503621106967,18.152477003207022,19.372930233907972,8.2611247649304556E-06,19.838675135988741,-3.6866955692843597E-06,-0.35726609826087952,0.87154442071914673,0.8380662202835083,0.993630051612854,1.155888557434082,4.3471002578735352,0,0,0,0,0,-13.684919357299805,0.057583305984735489,51.5347900390625,30.959188461303711,2.2030456066131592,32.101119995117188,23.610565185546875,0.89430421590805054,0.57782012224197388,18.366550445556641,0.00031905679497867823,1.5244247913360596,0.15678945183753967,0
46,89.695895874425773,23.603483008234907,22.422879668638199,8.3185502602287555E-06,19.83867558542639,-3.6640410327269844E-06,-2.5859375,0.91191840171813965,0.84256970882415771,1.1767847537994385,1.0571229457855225,3.3244748115539551,0,0,0,0,0,-9.5391063690185547,0.038215704262256622,52.394371032714844,30.570930480957031,2.3871526718139648,27.992279052734375,24.422233581542969,0.80701541900634766,0.50386101007461548,18.527799606323242,0.00031874954584054649,1.5244247913360596,0.27424749732017517,0
47,88.41157386861741,17.458797815710131,18.743359002186917,8.4050996055537465E-06,19.838677519578486,-3.566547376894529E-06,0.6087527871131897,0.92266374826431274,0.91673141717910767,1.1989518404006958,1.1191695928573608,4.863405704498291,0,0,0,0,0,-10.265043258666992,0.040425792336463928,52.534095764160156,30.178787231445312,1.4258327484130859,29.235860824584961,21.827192306518555,0.83995527029037476,0.52624547481536865,18.472476959228516,0.00032253129757009447,1.5244247913360596,0.17394860088825226,0
48,85.670110641736542,12.308551286767761,15.050319854928821,8.5890003530655266E-06,19.838675098754464,-3.6885724153442127E-06,0.45688444375991821,0.79097431898117065,0.84161919355392456,1.1652706861495972,1.0631177425384521,-0.35922765731811523,0,0,1,0,0,-10.012534141540527,0.031229786574840546,50.716823577880859,29.553798675537109,1.1513075828552246,28.267618179321289,22.952896118164062,0.86909294128417969,0.50881707668304443,18.460765838623047,0.00032427109545096755,1.5244247913360596,0.35180878639221191,0
49,83.020513685755432,10.882835404999787,13.532795443689102,8.8321803145788533E-06,19.83867966927588,-3.4581888573278978E-06,0.53034687042236328,0.74875319004058838,0.95267945528030396,1.0571287870407104,0.96430540084838867,-0.023245811462402344,0,0,1,0,0,-10.873498916625977,0.031673289835453033,48.622104644775391,28.815982818603516,1.4142504930496216,27.675474166870117,22.923755645751953,0.86129182577133179,0.49815851449966431,18.479228973388672,0.00032707041827961802,1.5244247913360596,0.47987118363380432,0
50,83.801374669298525,20.056951485374011,19.27643859351636,8.9836277190214682E-06,19.838683373443782,-3.27147506616295E-06,0.2770056426525116,0.99384737014770508,1.0118374824523926,1.1316794157028198,1.0916804075241089,1.7428543567657471,0,0,0,0,0,-10.151235580444336,0.025024749338626862,49.101203918457031,28.455249786376953,1.9665862321853638,27.092979431152344,22.082378387451172,0.8209301233291626,0.48767361044883728,18.530078887939453,0.00032911536982282996,1.5244247913360596,0.80262875556945801,0
51,84.690034739132969,21.999032126637466,21.110674266158604,9.0745067452686445E-06,19.838688001334667,-3.0381997193200479E-06,1.1825883388519287,1.0919691324234009,1.1559783220291138,0.871337890625,0.96530866622924805,-0.15070587396621704,0,0,0,0,0,-12.223050117492676,0.038781806826591492,49.099788665771484,28.520381927490234,3.0056610107421875,26.9620361328125,21.225944519042969,0.83006888628005981,0.48531660437583923,18.52330207824707,0.00033131081727333367,1.5244247913360596,0.82266795635223389,0
52,91.593504743613309,43.591483203902605,36.688246082435363,8.9382899306480185E-06,19.838690646830948,-2.904849759822867E-06,0.015268206596374512,1.5372054576873779,1.1614755392074585,0.90365493297576904,0.94471889734268188,0.061270594596862793,0,0,0,1,0,-9.5895185470581055,0.025286357849836349,53.125564575195312,30.08308219909668,4.0195884704589844,27.556358337402344,22.859100341796875,0.77106863260269165,0.49601444602012634,18.57160758972168,0.00032968784216791391,1.52442467212677,0.70766478776931763,0
53,89.72858569130301,19.476959671736985,21.342043044308085,8.9302405205388757E-06,19.838689597528429,-2.9577413285751232E-06,1.1969149112701416,0.87875092029571533,1.1052454710006714,0.92828154563903809,0.82574814558029175,-4.6391286849975586,0,0,0,0,0,-8.8790683746337891,0.022677864879369736,52.912788391113281,30.824115753173828,1.5662961006164551,28.042034149169922,22.405275344848633,0.82596731185913086,0.5047566294670105,18.507965087890625,0.0003239354700781405,1.52442467212677,0.76623475551605225,0
